list_id,title,stage,edition,grade,volume,status,ordinal,unit,word_id,word,original_word,meaning,phonetic,uk_phonetic,us_phonetic,meaning_source,phonetic_source,meaning_issue,phonetic_issue
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,3,,770646,play sports,play sports,进行体育运动,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,5,,770659,do morning exercise,do morning exercise,做早操,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,6,,770660,eat dinner,eat dinner,吃晚饭,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,7,,770661,clean my room,clean my room,打扫我的房间,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,8,,298118,go for a walk,go for a walk,散步,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,9,,298356,go shopping,go shopping,购物,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,12,,770662,take a dancing class,take a dancing class,上舞蹈课,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,20,,770663,p.m.,p.m.,下午,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,35,,770664,go swimming,go swimming,去游泳,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,43,,298258,go on a picnic,go on a picnic,去野餐,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,45,,770665,pick apples,pick apples,摘苹果,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,47,,770666,make a snowman,make a snowman,堆雪人,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,48,,770667,go swimming.,go swimming.,去游泳,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,52,,770668,good job,good job,做得好,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,74,,1043,a few,a few,一些,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,77,,655252,sports meet,sports meet,运动会,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,83,,770669,the Great Wall,the Great Wall,长城,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,92,,407758,look for,look for,寻找,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,95,,604381,RSVP,RSVP,请赐复,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,130,,219665,each other,each other,相互,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,133,,770672,doing morning exercises,doing morning exercises,做早操,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,134,,770673,having...class,having...class,上⋯⋯课,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,135,,770674,eating lunch,eating lunch,吃午饭,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,136,,770675,reading a book,reading a book,看书,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,137,,770676,listening to music,listening to music,听音乐,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,139,,770677,keep to the right,keep to the right,靠右,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,140,,770678,keep your desk clean,keep your desk clean,保持课桌干净,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,141,,770679,talk quietly,talk quietly,小声讲话,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue5_2,人教版小学英语-五年级下册,小学,人教版（主编：吴欣）,5,下册,legacy_unverified,143,,685753,take turns,take turns,按顺序来,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue6_1,人教版小学英语-六年级上册,小学,人教版（主编：吴欣）,6,上册,legacy_unverified,10,,489543,on foot,on foot,步行,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue6_1,人教版小学英语-六年级上册,小学,人教版（主编：吴欣）,6,上册,legacy_unverified,20,,641904,slow down,slow down,慢下来,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue6_1,人教版小学英语-六年级上册,小学,人教版（主编：吴欣）,6,上册,legacy_unverified,28,,515257,pay attention to,pay attention to,注意,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue6_1,人教版小学英语-六年级上册,小学,人教版（主编：吴欣）,6,上册,legacy_unverified,30,,710873,traffic lights,traffic lights,交通信号灯,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue6_1,人教版小学英语-六年级上册,小学,人教版（主编：吴欣）,6,上册,legacy_unverified,37,,770680,Papa Westray,Papa Westray,帕帕韦斯特雷岛,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue6_1,人教版小学英语-六年级上册,小学,人教版（主编：吴欣）,6,上册,legacy_unverified,41,,770681,see a film,see a film,看电影,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue6_1,人教版小学英语-六年级上册,小学,人教版（主编：吴欣）,6,上册,legacy_unverified,43,,685170,take a trip,take a trip,去旅行,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue6_1,人教版小学英语-六年级上册,小学,人教版（主编：吴欣）,6,上册,legacy_unverified,54,,545026,post card,post card,明信片,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue6_1,人教版小学英语-六年级上册,小学,人教版（主编：吴欣）,6,上册,legacy_unverified,62,,292847,get together,get together,聚会,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue6_1,人教版小学英语-六年级上册,小学,人教版（主编：吴欣）,6,上册,legacy_unverified,69,,517747,pen pal,pen pal,笔友,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue6_1,人教版小学英语-六年级上册,小学,人教版（主编：吴欣）,6,上册,legacy_unverified,106,,621030,see a doctor,see a doctor,看病,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue6_1,人教版小学英语-六年级上册,小学,人教版（主编：吴欣）,6,上册,legacy_unverified,111,,770685,take a deep breath,take a deep breath,深呼吸,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue6_1,人教版小学英语-六年级上册,小学,人教版（主编：吴欣）,6,上册,legacy_unverified,113,,770686,count to ten,count to ten,数到十,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue6_2,人教版小学英语-六年级下册,小学,人教版（主编：吴欣）,6,下册,legacy_unverified,24,,661007,stayed,stayed,待,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue6_2,人教版小学英语-六年级下册,小学,人教版（主编：吴欣）,6,下册,legacy_unverified,28,,770687,had a cold,had a cold,感冒,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue6_2,人教版小学英语-六年级下册,小学,人教版（主编：吴欣）,6,下册,legacy_unverified,49,,770688,went camping,went camping,去野营,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue6_2,人教版小学英语-六年级下册,小学,人教版（主编：吴欣）,6,下册,legacy_unverified,51,,770689,went fishing,went fishing,去钓鱼,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue6_2,人教版小学英语-六年级下册,小学,人教版（主编：吴欣）,6,下册,legacy_unverified,56,,770690,took pictures,took pictures,照相,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue6_2,人教版小学英语-六年级下册,小学,人教版（主编：吴欣）,6,下册,legacy_unverified,61,,770691,Labour Day,Labour Day,劳动节,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue6_2,人教版小学英语-六年级下册,小学,人教版（主编：吴欣）,6,下册,legacy_unverified,76,,770692,go cycling,go cycling,去骑自行车,,,,kajweb,kajweb,,missing_phonetic
PEPXiaoXue6_2,人教版小学英语-六年级下册,小学,人教版（主编：吴欣）,6,下册,legacy_unverified,81,,407825,look up,look up,查阅,,,,kajweb,ecdict,,missing_phonetic
PEPXiaoXue6_2,人教版小学英语-六年级下册,小学,人教版（主编：吴欣）,6,下册,legacy_unverified,103,,770693,GPS,GPS,全球（卫星）,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,3,,770694,Good morning!,Good morning!,早上好！,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,7,,770695,Good afternoon!,Good afternoon!,下午好！,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,9,,770696,Good evening!,Good evening!,晚上好！,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,24,,770698,in English,in English,用英语,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,81,,690713,telephone number,telephone number,电话号码,,,,kajweb,ecdict,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,82,,526737,phone number,phone number,电话号码,,,,kajweb,ecdict,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,84,,262418,first name,first name,名字,,,,kajweb,ecdict,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,86,,388864,last name,last name,n. 姓,,,,kajweb,ecdict,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,108,,770699,Have a good day!,Have a good day!,(表示祝愿)过得愉快！,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,142,,770701,What about...?,What about...?,询问消息或提出建议...怎么样？,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,145,,770702,thank you for...,thank you for...,为......而感谢,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,148,,770703,You're welcome.,You're welcome.,别客气。,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,154,,341274,ID card,ID card,n. 学生卡；身份证,,,,kajweb,ecdict,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,161,,770704,ask... for...,ask... for...,请求；恳求(给予),,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,171,,1812,a set of,a set of,一套；一副；一组,,,,kajweb,ecdict,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,181,,149080,come on,come on,快点儿,,,,kajweb,ecdict,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,194,,687237,tape player,tape player,n. 激光唱机; 光盘播放机,,,,kajweb,ecdict,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,197,,770706,model plane,model plane,n. 飞机模型,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,210,,644469,soccer ball,soccer ball,n. (英式)足球,,,,kajweb,ecdict,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,232,,770643,watch TV,watch TV,看电视,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,256,,699140,think about,think about,思考；思索,,,,kajweb,ecdict,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,259,,770709,How about...?,How about...?,(提出建议)......怎么样？,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,284,,770711,How much...?,How much...?,(购物时)......多少钱？,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,298,,770712,Can I help you?,Can I help you?,我能帮您吗？,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,303,,770713,Here you are.,Here you are.,给你。,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,322,,1582,a pair of,a pair of,一双,,,,kajweb,ecdict,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,338,,770714,Happy birthday!,Happy birthday!,生日快乐！,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,340,,770715,How old...?,How old...?,....多大年纪？..几岁了？,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,342,,770716,See you!,See you!,再见！,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,361,,770718,Have a good time!,Have a good time!,(表示祝愿) 过得愉快！,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,377,,269999,for sure,for sure,无疑；肯定,,,,kajweb,ecdict,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,385,,504683,P.M.,P.M.,(p.m.) 下午；午后,,,,kajweb,ecdict,,missing_phonetic
PEPChuZhong7_1,人教版初中英语-七年级上册,初中,人教版,7,上册,legacy_unverified,388,,770721,from... to...,from... to...,从......到......,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_2,人教版初中英语-七年级下册,初中,人教版,7,下册,legacy_unverified,9,,770654,speak English,speak  English,说英语,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_2,人教版初中英语-七年级下册,初中,人教版,7,下册,legacy_unverified,12,,770723,be good at…,be good at…,擅长于……,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_2,人教版初中英语-七年级下册,初中,人教版,7,下册,legacy_unverified,19,,770724,talk to …,talk to …,跟……说,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_2,人教版初中英语-七年级下册,初中,人教版,7,下册,legacy_unverified,22,,770725,play the drums,play the drums,敲鼓,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_2,人教版初中英语-七年级下册,初中,人教版,7,下册,legacy_unverified,26,,770726,play the violin,play the violin,拉小提琴,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_2,人教版初中英语-七年级下册,初中,人教版,7,下册,legacy_unverified,30,,770727,be good with…,be good with…,善于应付……的；对……有办法,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_2,人教版初中英语-七年级下册,初中,人教版,7,下册,legacy_unverified,32,,417988,make friends,make friends,结交朋友,,,,kajweb,ecdict,,missing_phonetic
PEPChuZhong7_2,人教版初中英语-七年级下册,初中,人教版,7,下册,legacy_unverified,34,,770728,help (sb) with sth,help (sb) with sth,在某方面帮助（某人）,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_2,人教版初中英语-七年级下册,初中,人教版,7,下册,legacy_unverified,37,,490044,on the weekend,on the weekend,(在)周末,,,,kajweb,ecdict,,missing_phonetic
PEPChuZhong7_2,人教版初中英语-七年级下册,初中,人教版,7,下册,legacy_unverified,41,,292856,get up,get up,站起；起床,,,,kajweb,ecdict,,missing_phonetic
PEPChuZhong7_2,人教版初中英语-七年级下册,初中,人教版,7,下册,legacy_unverified,47,,685155,take a shower,take a shower,洗淋浴,,,,kajweb,ecdict,,missing_phonetic
PEPChuZhong7_2,人教版初中英语-七年级下册,初中,人教版,7,下册,legacy_unverified,57,,574220,radio station,radio station,n. 广播电台,,,,kajweb,ecdict,,missing_phonetic
PEPChuZhong7_2,人教版初中英语-七年级下册,初中,人教版,7,下册,legacy_unverified,62,,770730,on weekends,on weekends,(在)周末,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_2,人教版初中英语-七年级下册,初中,人教版,7,下册,legacy_unverified,68,,770731,do (one's) homework,do (one’s) homework,做作业,,,,kajweb,kajweb,,missing_phonetic
PEPChuZhong7_2,人教版初中英语-七年级下册,初中,人教版,7,下册,legacy_unverified,72,,685178,take a walk,take a walk,散步；走一走,,,,kajweb,ecdict,,missing_phonetic
